Bloc	Knesset	Locality	Party	Station	Votes
Right	13	440	39	10	80
Left	13	440	40	10	2
Micro	13	440	41	10	0
Micro	13	440	42	10	0
Micro	13	440	43	10	0
Arab-Israeli	13	440	44	10	0
Micro	13	440	45	10	0
Right	13	440	46	10	6
Micro	13	440	47	10	0
Micro	13	440	48	10	0
Micro	13	440	49	10	0
Orthodox	13	440	50	10	5
Right	13	440	51	10	3
Left	13	460	27	10	215
Orthodox	13	460	28	10	37
Orthodox	13	460	29	10	7
Micro	13	460	30	10	0
Micro	13	460	31	10	3
Arab-Israeli	13	460	32	10	1
Micro	13	460	33	10	0
Right	13	460	34	10	24
Micro	13	460	35	10	0
Micro	13	460	36	10	0
Micro	13	460	37	10	0
Micro	13	460	38	10	0
Right	13	460	39	10	144
Left	13	460	40	10	20
Micro	13	460	41	10	1
Micro	13	460	42	10	0
Micro	13	460	43	10	0
Arab-Israeli	13	460	44	10	0
Micro	13	460	45	10	0
Right	13	460	46	10	65
Micro	13	460	47	10	3
Micro	13	460	48	10	0
Micro	13	460	49	10	0
Orthodox	13	460	50	10	63
Right	13	460	51	10	4
Left	13	460	27	20	88
Orthodox	13	460	28	20	73
Orthodox	13	460	29	20	9
Micro	13	460	30	20	0
Micro	13	460	31	20	0
Arab-Israeli	13	460	32	20	0
Micro	13	460	33	20	0
Right	13	460	34	20	10
Micro	13	460	35	20	0
Micro	13	460	36	20	0
Micro	13	460	37	20	1
Micro	13	460	38	20	0
Right	13	460	39	20	121
Left	13	460	40	20	9
Micro	13	460	41	20	0
Micro	13	460	42	20	0
Micro	13	460	43	20	0
Arab-Israeli	13	460	44	20	0
Micro	13	460	45	20	0
Right	13	460	46	20	34
Micro	13	460	47	20	2
Micro	13	460	48	20	3
Micro	13	460	49	20	0
Orthodox	13	460	50	20	55
Right	13	460	51	20	7
Left	13	470	27	10	289
Orthodox	13	470	28	10	6
Orthodox	13	470	29	10	3
Micro	13	470	30	10	1
Micro	13	470	31	10	0
Arab-Israeli	13	470	32	10	0
Micro	13	470	33	10	0
Right	13	470	34	10	14
Micro	13	470	35	10	0
Micro	13	470	36	10	0
Micro	13	470	37	10	1
Micro	13	470	38	10	0
Right	13	470	39	10	80
Left	13	470	40	10	71
Micro	13	470	41	10	2
Micro	13	470	42	10	1
Micro	13	470	43	10	0
Arab-Israeli	13	470	44	10	0
Micro	13	470	45	10	0
Right	13	470	46	10	66
Micro	13	470	47	10	0
Micro	13	470	48	10	5
Micro	13	470	49	10	4
Orthodox	13	470	50	10	5
Right	13	470	51	10	4
Left	13	480	27	10	217
Orthodox	13	480	28	10	12
Orthodox	13	480	29	10	5
Micro	13	480	30	10	0
Micro	13	480	31	10	1
Arab-Israeli	13	480	32	10	0
Micro	13	480	33	10	0
Right	13	480	34	10	54
Micro	13	480	35	10	0
Micro	13	480	36	10	0
Micro	13	480	37	10	0
Micro	13	480	38	10	0
Right	13	480	39	10	180
Left	13	480	40	10	50
Micro	13	480	41	10	0
Micro	13	480	42	10	4
Micro	13	480	43	10	1
Arab-Israeli	13	480	44	10	0
Micro	13	480	45	10	0
Right	13	480	46	10	44
Micro	13	480	47	10	1
Micro	13	480	48	10	10
Micro	13	480	49	10	2
Orthodox	13	480	50	10	42
Right	13	480	51	10	5
Left	13	490	27	10	73
Orthodox	13	490	28	10	1
Orthodox	13	490	29	10	1
Micro	13	490	30	10	0
Micro	13	490	31	10	1
Arab-Israeli	13	490	32	10	0
Micro	13	490	33	10	0
Right	13	490	34	10	14
Micro	13	490	35	10	0
Micro	13	490	36	10	0
Micro	13	490	37	10	1
Micro	13	490	38	10	0
Right	13	490	39	10	52
Left	13	490	40	10	14
Micro	13	490	41	10	0
Micro	13	490	42	10	0
Micro	13	490	43	10	0
Arab-Israeli	13	490	44	10	0
Micro	13	490	45	10	0
Right	13	490	46	10	27
Micro	13	490	47	10	0
Micro	13	490	48	10	0
Micro	13	490	49	10	0
Orthodox	13	490	50	10	1
Right	13	490	51	10	2
Left	13	500	27	10	193
Orthodox	13	500	28	10	24
Orthodox	13	500	29	10	1
Micro	13	500	30	10	0
Micro	13	500	31	10	0
Arab-Israeli	13	500	32	10	0
Micro	13	500	33	10	0
Right	13	500	34	10	13
Micro	13	500	35	10	0
Micro	13	500	36	10	0
Micro	13	500	37	10	0
Micro	13	500	38	10	0
Right	13	500	39	10	125
Left	13	500	40	10	38
Micro	13	500	41	10	0
Micro	13	500	42	10	0
Micro	13	500	43	10	0
Arab-Israeli	13	500	44	10	0
Micro	13	500	45	10	0
Right	13	500	46	10	41
Micro	13	500	47	10	0
Micro	13	500	48	10	0
Micro	13	500	49	10	0
Orthodox	13	500	50	10	10
Right	13	500	51	10	5
Left	13	500	27	20	97
Orthodox	13	500	28	20	96
Orthodox	13	500	29	20	0
Micro	13	500	30	20	0
Micro	13	500	31	20	1
Arab-Israeli	13	500	32	20	0
Micro	13	500	33	20	0
Right	13	500	34	20	13
Micro	13	500	35	20	7
Micro	13	500	36	20	1
Micro	13	500	37	20	0
Micro	13	500	38	20	1
Right	13	500	39	20	121
Left	13	500	40	20	6
Micro	13	500	41	20	0
Micro	13	500	42	20	1
Micro	13	500	43	20	1
Arab-Israeli	13	500	44	20	0
Micro	13	500	45	20	0
Right	13	500	46	20	11
Micro	13	500	47	20	0
Micro	13	500	48	20	0
Micro	13	500	49	20	1
Orthodox	13	500	50	20	67
Right	13	500	51	20	4
Left	13	520	27	10	62
Orthodox	13	520	28	10	1
Orthodox	13	520	29	10	16
Micro	13	520	30	10	0
Micro	13	520	31	10	1
Arab-Israeli	13	520	32	10	0
Micro	13	520	33	10	0
Right	13	520	34	10	16
Micro	13	520	35	10	0
Micro	13	520	36	10	1
Micro	13	520	37	10	0
Micro	13	520	38	10	0
Right	13	520	39	10	25
Left	13	520	40	10	1
Micro	13	520	41	10	0
Micro	13	520	42	10	0
Micro	13	520	43	10	0
Arab-Israeli	13	520	44	10	0
Micro	13	520	45	10	0
Right	13	520	46	10	0
Micro	13	520	47	10	0
Micro	13	520	48	10	0
Micro	13	520	49	10	0
Orthodox	13	520	50	10	37
Right	13	520	51	10	0
Left	13	530	27	10	272
Orthodox	13	530	28	10	52
Orthodox	13	530	29	10	2
Micro	13	530	30	10	0
Micro	13	530	31	10	0
Arab-Israeli	13	530	32	10	0
Micro	13	530	33	10	0
Right	13	530	34	10	10
Micro	13	530	35	10	0
Micro	13	530	36	10	1
Micro	13	530	37	10	2
Micro	13	530	38	10	1
Right	13	530	39	10	172
Left	13	530	40	10	57
Micro	13	530	41	10	0
Micro	13	530	42	10	2
Micro	13	530	43	10	2
Arab-Israeli	13	530	44	10	0
Micro	13	530	45	10	0
Right	13	530	46	10	58
Micro	13	530	47	10	0
Micro	13	530	48	10	1
Micro	13	530	49	10	12
Orthodox	13	530	50	10	14
Right	13	530	51	10	5
Left	13	530	27	20	118
Orthodox	13	530	28	20	83
Orthodox	13	530	29	20	7
Micro	13	530	30	20	2
Micro	13	530	31	20	3
Arab-Israeli	13	530	32	20	0
Micro	13	530	33	20	0
Right	13	530	34	20	26
Micro	13	530	35	20	1
Micro	13	530	36	20	0
Micro	13	530	37	20	0
Micro	13	530	38	20	0
Right	13	530	39	20	299
Left	13	530	40	20	18
Micro	13	530	41	20	0
Micro	13	530	42	20	1
Micro	13	530	43	20	1
Arab-Israeli	13	530	44	20	0
Micro	13	530	45	20	0
Right	13	530	46	20	41
Micro	13	530	47	20	0
Micro	13	530	48	20	4
Micro	13	530	49	20	2
Orthodox	13	530	50	20	40
Right	13	530	51	20	11
Left	13	530	27	30	120
Orthodox	13	530	28	30	58
Orthodox	13	530	29	30	2
Micro	13	530	30	30	2
Micro	13	530	31	30	0
Arab-Israeli	13	530	32	30	0
Micro	13	530	33	30	0
Right	13	530	34	30	9
Micro	13	530	35	30	0
Micro	13	530	36	30	0
Micro	13	530	37	30	1
Micro	13	530	38	30	1
Right	13	530	39	30	181
Left	13	530	40	30	26
Micro	13	530	41	30	0
Micro	13	530	42	30	0
Micro	13	530	43	30	0
Arab-Israeli	13	530	44	30	0
Micro	13	530	45	30	0
Right	13	530	46	30	33
Micro	13	530	47	30	0
Micro	13	530	48	30	0
Micro	13	530	49	30	7
Orthodox	13	530	50	30	19
Right	13	530	51	30	1
Left	13	550	27	10	83
Orthodox	13	550	28	10	8
Orthodox	13	550	29	10	5
Micro	13	550	30	10	0
Micro	13	550	31	10	0
Arab-Israeli	13	550	32	10	0
Micro	13	550	33	10	0
Right	13	550	34	10	25
Micro	13	550	35	10	0
Micro	13	550	36	10	0
Micro	13	550	37	10	0
Micro	13	550	38	10	0
Right	13	550	39	10	77
Left	13	550	40	10	1
Micro	13	550	41	10	0
Micro	13	550	42	10	0
Micro	13	550	43	10	0
Arab-Israeli	13	550	44	10	0
Micro	13	550	45	10	0
Right	13	550	46	10	16
Micro	13	550	47	10	0
Micro	13	550	48	10	0
Micro	13	550	49	10	0
Orthodox	13	550	50	10	19
Right	13	550	51	10	2
Left	13	570	27	10	381
Orthodox	13	570	28	10	1
Orthodox	13	570	29	10	3
Micro	13	570	30	10	1
Micro	13	570	31	10	0
Arab-Israeli	13	570	32	10	0
Micro	13	570	33	10	0
Right	13	570	34	10	5
Micro	13	570	35	10	0
Micro	13	570	36	10	0
Micro	13	570	37	10	0
Micro	13	570	38	10	0
Right	13	570	39	10	19
Left	13	570	40	10	79
Micro	13	570	41	10	0
Micro	13	570	42	10	0
Micro	13	570	43	10	0
Arab-Israeli	13	570	44	10	0
Micro	13	570	45	10	0
Right	13	570	46	10	28
Micro	13	570	47	10	1
Micro	13	570	48	10	0
Micro	13	570	49	10	0
Orthodox	13	570	50	10	2
Right	13	570	51	10	1
Left	13	580	27	10	33
Orthodox	13	580	28	10	1
Orthodox	13	580	29	10	0
Micro	13	580	30	10	0
Micro	13	580	31	10	0
Arab-Israeli	13	580	32	10	0
Micro	13	580	33	10	0
Right	13	580	34	10	4
Micro	13	580	35	10	0
Micro	13	580	36	10	0
Micro	13	580	37	10	0
Micro	13	580	38	10	0
Right	13	580	39	10	16
Left	13	580	40	10	1
Micro	13	580	41	10	0
Micro	13	580	42	10	0
Micro	13	580	43	10	1
Arab-Israeli	13	580	44	10	0
Micro	13	580	45	10	0
Right	13	580	46	10	9
Micro	13	580	47	10	0
Micro	13	580	48	10	0
Micro	13	580	49	10	0
Orthodox	13	580	50	10	0
Right	13	580	51	10	0
Left	13	590	27	10	2
Orthodox	13	590	28	10	31
Orthodox	13	590	29	10	0
Micro	13	590	30	10	0
Micro	13	590	31	10	0
Arab-Israeli	13	590	32	10	0
Micro	13	590	33	10	0
Right	13	590	34	10	2
Micro	13	590	35	10	0
Micro	13	590	36	10	0
Micro	13	590	37	10	0
Micro	13	590	38	10	0
Right	13	590	39	10	1
Left	13	590	40	10	3
Micro	13	590	41	10	0
Micro	13	590	42	10	0
Micro	13	590	43	10	0
Arab-Israeli	13	590	44	10	0
Micro	13	590	45	10	0
Right	13	590	46	10	1
Micro	13	590	47	10	0
Micro	13	590	48	10	0
Micro	13	590	49	10	0
Orthodox	13	590	50	10	9
Right	13	590	51	10	0
Left	13	620	27	10	305
Orthodox	13	620	28	10	0
Orthodox	13	620	29	10	0
Micro	13	620	30	10	0
Micro	13	620	31	10	0
Arab-Israeli	13	620	32	10	0
Micro	13	620	33	10	0
Right	13	620	34	10	1
Micro	13	620	35	10	0
Micro	13	620	36	10	0
Micro	13	620	37	10	0
Micro	13	620	38	10	0
Right	13	620	39	10	5
Left	13	620	40	10	59
Micro	13	620	41	10	0
Micro	13	620	42	10	1
Micro	13	620	43	10	0
Arab-Israeli	13	620	44	10	0
Micro	13	620	45	10	0
Right	13	620	46	10	9
Micro	13	620	47	10	0
Micro	13	620	48	10	0
Micro	13	620	49	10	0
Orthodox	13	620	50	10	0
Right	13	620	51	10	0
Left	13	630	27	10	95
Orthodox	13	630	28	10	3
Orthodox	13	630	29	10	1
Micro	13	630	30	10	0
Micro	13	630	31	10	1
Arab-Israeli	13	630	32	10	0
Micro	13	630	33	10	0
Right	13	630	34	10	12
Micro	13	630	35	10	0
Micro	13	630	36	10	0
Micro	13	630	37	10	0
Micro	13	630	38	10	0
Right	13	630	39	10	27
Left	13	630	40	10	22
Micro	13	630	41	10	0
Micro	13	630	42	10	0
Micro	13	630	43	10	0
Arab-Israeli	13	630	44	10	0
Micro	13	630	45	10	0
Right	13	630	46	10	26
Micro	13	630	47	10	0
Micro	13	630	48	10	1
Micro	13	630	49	10	2
Orthodox	13	630	50	10	0
Right	13	630	51	10	1
Left	13	640	27	10	31
Orthodox	13	640	28	10	73
Orthodox	13	640	29	10	3
Micro	13	640	30	10	0
Micro	13	640	31	10	2
Arab-Israeli	13	640	32	10	0
Micro	13	640	33	10	0
Right	13	640	34	10	14
Micro	13	640	35	10	0
Micro	13	640	36	10	0
Micro	13	640	37	10	0
Micro	13	640	38	10	0
Right	13	640	39	10	106
Left	13	640	40	10	4
Micro	13	640	41	10	0
Micro	13	640	42	10	0
Micro	13	640	43	10	0
Arab-Israeli	13	640	44	10	0
Micro	13	640	45	10	0
Right	13	640	46	10	13
Micro	13	640	47	10	0
Micro	13	640	48	10	0
Micro	13	640	49	10	7
Orthodox	13	640	50	10	69
Right	13	640	51	10	7
Left	13	650	27	10	107
Orthodox	13	650	28	10	53
Orthodox	13	650	29	10	1
Micro	13	650	30	10	0
Micro	13	650	31	10	4
Arab-Israeli	13	650	32	10	1
Micro	13	650	33	10	0
Right	13	650	34	10	29
Micro	13	650	35	10	0
Micro	13	650	36	10	0
Micro	13	650	37	10	0
Micro	13	650	38	10	0
Right	13	650	39	10	225
Left	13	650	40	10	15
Micro	13	650	41	10	0
Micro	13	650	42	10	0
Micro	13	650	43	10	1
Arab-Israeli	13	650	44	10	4
Micro	13	650	45	10	1
Right	13	650	46	10	27
Micro	13	650	47	10	0
Micro	13	650	48	10	1
Micro	13	650	49	10	0
Orthodox	13	650	50	10	76
Right	13	650	51	10	4
Left	13	660	27	10	120
Orthodox	13	660	28	10	0
Orthodox	13	660	29	10	1
Micro	13	660	30	10	0
Micro	13	660	31	10	0
Arab-Israeli	13	660	32	10	0
Micro	13	660	33	10	0
Right	13	660	34	10	0
Micro	13	660	35	10	0
Micro	13	660	36	10	0
Micro	13	660	37	10	0
Micro	13	660	38	10	1
Right	13	660	39	10	3
Left	13	660	40	10	308
Micro	13	660	41	10	0
Micro	13	660	42	10	0
Micro	13	660	43	10	0
Arab-Israeli	13	660	44	10	0
Micro	13	660	45	10	0
Right	13	660	46	10	5
Micro	13	660	47	10	0
Micro	13	660	48	10	0
Micro	13	660	49	10	0
Orthodox	13	660	50	10	0
Right	13	660	51	10	0
Left	13	670	27	10	175
Orthodox	13	670	28	10	0
Orthodox	13	670	29	10	0
Micro	13	670	30	10	0
Micro	13	670	31	10	0
Arab-Israeli	13	670	32	10	0
Micro	13	670	33	10	0
Right	13	670	34	10	5
Micro	13	670	35	10	0
Micro	13	670	36	10	0
Micro	13	670	37	10	0
Micro	13	670	38	10	0
Right	13	670	39	10	5
Left	13	670	40	10	50
Micro	13	670	41	10	0
Micro	13	670	42	10	0
Micro	13	670	43	10	0
Arab-Israeli	13	670	44	10	0
Micro	13	670	45	10	0
Right	13	670	46	10	2
Micro	13	670	47	10	0
Micro	13	670	48	10	0
Micro	13	670	49	10	0
Orthodox	13	670	50	10	1
Right	13	670	51	10	3
Left	13	690	27	10	33
Orthodox	13	690	28	10	0
Orthodox	13	690	29	10	0
Micro	13	690	30	10	0
Micro	13	690	31	10	0
Arab-Israeli	13	690	32	10	0
Micro	13	690	33	10	0
Right	13	690	34	10	0
Micro	13	690	35	10	2
Micro	13	690	36	10	0
Micro	13	690	37	10	0
Micro	13	690	38	10	0
Right	13	690	39	10	2
Left	13	690	40	10	196
Micro	13	690	41	10	0
Micro	13	690	42	10	0
Micro	13	690	43	10	0
Arab-Israeli	13	690	44	10	0
Micro	13	690	45	10	0
Right	13	690	46	10	1
Micro	13	690	47	10	0
Micro	13	690	48	10	0
Micro	13	690	49	10	1
Orthodox	13	690	50	10	0
Right	13	690	51	10	0
Left	13	700	27	10	205
Orthodox	13	700	28	10	22
Orthodox	13	700	29	10	17
Micro	13	700	30	10	2
Micro	13	700	31	10	1
Arab-Israeli	13	700	32	10	0
Micro	13	700	33	10	0
Right	13	700	34	10	18
Micro	13	700	35	10	1
Micro	13	700	36	10	1
Micro	13	700	37	10	0
Micro	13	700	38	10	0
Right	13	700	39	10	176
Left	13	700	40	10	26
Micro	13	700	41	10	0
Micro	13	700	42	10	1
Micro	13	700	43	10	0
Arab-Israeli	13	700	44	10	2
Micro	13	700	45	10	0
Right	13	700	46	10	16
Micro	13	700	47	10	0
Micro	13	700	48	10	0
Micro	13	700	49	10	2
Orthodox	13	700	50	10	66
Right	13	700	51	10	11
Left	13	700	27	20	300
Orthodox	13	700	28	20	10
Orthodox	13	700	29	20	6
Micro	13	700	30	20	0
Micro	13	700	31	20	1
Arab-Israeli	13	700	32	20	0
Micro	13	700	33	20	0
Right	13	700	34	20	14
Micro	13	700	35	20	0
Micro	13	700	36	20	0
Micro	13	700	37	20	0
Micro	13	700	38	20	0
Right	13	700	39	20	84
Left	13	700	40	20	45
Micro	13	700	41	20	7
Micro	13	700	42	20	0
Micro	13	700	43	20	0
Arab-Israeli	13	700	44	20	0
Micro	13	700	45	20	0
Right	13	700	46	20	39
Micro	13	700	47	20	0
Micro	13	700	48	20	0
Micro	13	700	49	20	8
Orthodox	13	700	50	20	23
Right	13	700	51	20	3
Left	13	700	27	30	217
Orthodox	13	700	28	30	25
Orthodox	13	700	29	30	11
Micro	13	700	30	30	6
Micro	13	700	31	30	1
Arab-Israeli	13	700	32	30	0
Micro	13	700	33	30	0
Right	13	700	34	30	21
Micro	13	700	35	30	2
Micro	13	700	36	30	3
Micro	13	700	37	30	0
Micro	13	700	38	30	1
Right	13	700	39	30	251
Left	13	700	40	30	38
Micro	13	700	41	30	0
Micro	13	700	42	30	4
Micro	13	700	43	30	0
Arab-Israeli	13	700	44	30	0
Micro	13	700	45	30	0
Right	13	700	46	30	29
Micro	13	700	47	30	0
Micro	13	700	48	30	1
Micro	13	700	49	30	10
Orthodox	13	700	50	30	57
Right	13	700	51	30	8
Left	13	700	27	40	180
Orthodox	13	700	28	40	10
Orthodox	13	700	29	40	18
Micro	13	700	30	40	1
Micro	13	700	31	40	0
Arab-Israeli	13	700	32	40	0
Micro	13	700	33	40	0
Right	13	700	34	40	17
Micro	13	700	35	40	1
Micro	13	700	36	40	0
Micro	13	700	37	40	1
Micro	13	700	38	40	1
Right	13	700	39	40	235
Left	13	700	40	40	27
Micro	13	700	41	40	2
Micro	13	700	42	40	3
Micro	13	700	43	40	1
Arab-Israeli	13	700	44	40	0
Micro	13	700	45	40	0
Right	13	700	46	40	23
Micro	13	700	47	40	2
Micro	13	700	48	40	0
Micro	13	700	49	40	14
Orthodox	13	700	50	40	92
Right	13	700	51	40	10
Left	13	700	27	50	205
Orthodox	13	700	28	50	20
Orthodox	13	700	29	50	10
Micro	13	700	30	50	1
Micro	13	700	31	50	1
Arab-Israeli	13	700	32	50	0
Micro	13	700	33	50	0
Right	13	700	34	50	10
Micro	13	700	35	50	0
Micro	13	700	36	50	1
Micro	13	700	37	50	0
Micro	13	700	38	50	0
Right	13	700	39	50	156
Left	13	700	40	50	37
Micro	13	700	41	50	2
Micro	13	700	42	50	0
Micro	13	700	43	50	0
Arab-Israeli	13	700	44	50	0
Micro	13	700	45	50	0
Right	13	700	46	50	39
Micro	13	700	47	50	0
Micro	13	700	48	50	0
Micro	13	700	49	50	9
Orthodox	13	700	50	50	48
Right	13	700	51	50	3
Left	13	700	27	80	165
Orthodox	13	700	28	80	15
Orthodox	13	700	29	80	23
Micro	13	700	30	80	7
Micro	13	700	31	80	1
Arab-Israeli	13	700	32	80	0
Micro	13	700	33	80	0
Right	13	700	34	80	18
Micro	13	700	35	80	0
Micro	13	700	36	80	1
Micro	13	700	37	80	0
Micro	13	700	38	80	0
Right	13	700	39	80	201
Left	13	700	40	80	9
Micro	13	700	41	80	1
Micro	13	700	42	80	1
Micro	13	700	43	80	1
Arab-Israeli	13	700	44	80	0
Micro	13	700	45	80	0
Right	13	700	46	80	9
Micro	13	700	47	80	0
Micro	13	700	48	80	0
Micro	13	700	49	80	5
Orthodox	13	700	50	80	92
Right	13	700	51	80	4
Left	13	700	27	90	219
Orthodox	13	700	28	90	6
Orthodox	13	700	29	90	14
Micro	13	700	30	90	4
Micro	13	700	31	90	0
Arab-Israeli	13	700	32	90	0
Micro	13	700	33	90	0
Right	13	700	34	90	15
Micro	13	700	35	90	2
Micro	13	700	36	90	2
Micro	13	700	37	90	0
Micro	13	700	38	90	0
Right	13	700	39	90	200
Left	13	700	40	90	18
Micro	13	700	41	90	1
Micro	13	700	42	90	0
Micro	13	700	43	90	0
Arab-Israeli	13	700	44	90	0
Micro	13	700	45	90	0
Right	13	700	46	90	23
Micro	13	700	47	90	2
Micro	13	700	48	90	4
Micro	13	700	49	90	3
Orthodox	13	700	50	90	83
Right	13	700	51	90	3
Left	13	700	27	100	206
Orthodox	13	700	28	100	19
Orthodox	13	700	29	100	8
Micro	13	700	30	100	0
Micro	13	700	31	100	0
Arab-Israeli	13	700	32	100	2
Micro	13	700	33	100	0
Right	13	700	34	100	14
Micro	13	700	35	100	3
Micro	13	700	36	100	1
Micro	13	700	37	100	0
Micro	13	700	38	100	0
Right	13	700	39	100	164
Left	13	700	40	100	26
Micro	13	700	41	100	4
Micro	13	700	42	100	1
Micro	13	700	43	100	1
Arab-Israeli	13	700	44	100	0
Micro	13	700	45	100	0
Right	13	700	46	100	28
Micro	13	700	47	100	0
Micro	13	700	48	100	0
Micro	13	700	49	100	8
Orthodox	13	700	50	100	16
Right	13	700	51	100	2
Left	13	700	27	110	167
Orthodox	13	700	28	110	8
Orthodox	13	700	29	110	12
Micro	13	700	30	110	2
Micro	13	700	31	110	0
Arab-Israeli	13	700	32	110	0
Micro	13	700	33	110	1
Right	13	700	34	110	10
Micro	13	700	35	110	1
Micro	13	700	36	110	1
Micro	13	700	37	110	1
Micro	13	700	38	110	0
Right	13	700	39	110	222
Left	13	700	40	110	11
Micro	13	700	41	110	0
Micro	13	700	42	110	3
Micro	13	700	43	110	1
Arab-Israeli	13	700	44	110	0
Micro	13	700	45	110	0
Right	13	700	46	110	20
Micro	13	700	47	110	0
Micro	13	700	48	110	1
Micro	13	700	49	110	11
Orthodox	13	700	50	110	67
Right	13	700	51	110	5
Left	13	700	27	120	145
Orthodox	13	700	28	120	5
Orthodox	13	700	29	120	5
Micro	13	700	30	120	4
Micro	13	700	31	120	0
Arab-Israeli	13	700	32	120	0
Micro	13	700	33	120	0
Right	13	700	34	120	8
Micro	13	700	35	120	1
Micro	13	700	36	120	0
Micro	13	700	37	120	0
Micro	13	700	38	120	0
Right	13	700	39	120	137
Left	13	700	40	120	9
Micro	13	700	41	120	0
Micro	13	700	42	120	2
Micro	13	700	43	120	0
Arab-Israeli	13	700	44	120	0
Micro	13	700	45	120	0
Right	13	700	46	120	15
Micro	13	700	47	120	2
Micro	13	700	48	120	0
Micro	13	700	49	120	3
Orthodox	13	700	50	120	56
Right	13	700	51	120	2
Left	13	700	27	130	137
Orthodox	13	700	28	130	7
Orthodox	13	700	29	130	14
Micro	13	700	30	130	6
Micro	13	700	31	130	3
Arab-Israeli	13	700	32	130	0
Micro	13	700	33	130	0
Right	13	700	34	130	2
Micro	13	700	35	130	0
Micro	13	700	36	130	1
Micro	13	700	37	130	0
Micro	13	700	38	130	1
Right	13	700	39	130	164
Left	13	700	40	130	9
Micro	13	700	41	130	0
Micro	13	700	42	130	0
Micro	13	700	43	130	1
Arab-Israeli	13	700	44	130	1
Micro	13	700	45	130	0
Right	13	700	46	130	10
Micro	13	700	47	130	3
Micro	13	700	48	130	0
Micro	13	700	49	130	5
Orthodox	13	700	50	130	39
Right	13	700	51	130	4
Left	13	700	27	140	157
Orthodox	13	700	28	140	22
Orthodox	13	700	29	140	12
Micro	13	700	30	140	3
Micro	13	700	31	140	0
Arab-Israeli	13	700	32	140	0
Micro	13	700	33	140	0
Right	13	700	34	140	13
Micro	13	700	35	140	0
Micro	13	700	36	140	0
Micro	13	700	37	140	0
Micro	13	700	38	140	0
Right	13	700	39	140	180
Left	13	700	40	140	21
Micro	13	700	41	140	3
Micro	13	700	42	140	0
Micro	13	700	43	140	0
Arab-Israeli	13	700	44	140	2
Micro	13	700	45	140	0
Right	13	700	46	140	27
Micro	13	700	47	140	1
Micro	13	700	48	140	2
Micro	13	700	49	140	2
Orthodox	13	700	50	140	72
Right	13	700	51	140	1
Left	13	700	27	150	190
Orthodox	13	700	28	150	27
Orthodox	13	700	29	150	18
Micro	13	700	30	150	0
Micro	13	700	31	150	0
Arab-Israeli	13	700	32	150	0
Micro	13	700	33	150	0
Right	13	700	34	150	20
Micro	13	700	35	150	2
Micro	13	700	36	150	0
Micro	13	700	37	150	1
Micro	13	700	38	150	0
Right	13	700	39	150	184
Left	13	700	40	150	27
Micro	13	700	41	150	1
Micro	13	700	42	150	1
Micro	13	700	43	150	0
Arab-Israeli	13	700	44	150	0
Micro	13	700	45	150	0
Right	13	700	46	150	24
Micro	13	700	47	150	3
Micro	13	700	48	150	2
Micro	13	700	49	150	5
Orthodox	13	700	50	150	48
Right	13	700	51	150	6
Left	13	700	27	160	131
Orthodox	13	700	28	160	16
Orthodox	13	700	29	160	18
Micro	13	700	30	160	3
Micro	13	700	31	160	0
Arab-Israeli	13	700	32	160	1
Micro	13	700	33	160	0
Right	13	700	34	160	16
Micro	13	700	35	160	2
Micro	13	700	36	160	1
Micro	13	700	37	160	0
Micro	13	700	38	160	0
Right	13	700	39	160	252
Left	13	700	40	160	13
Micro	13	700	41	160	1
Micro	13	700	42	160	3
Micro	13	700	43	160	0
Arab-Israeli	13	700	44	160	0
Micro	13	700	45	160	0
Right	13	700	46	160	26
Micro	13	700	47	160	2
Micro	13	700	48	160	2
Micro	13	700	49	160	9
Orthodox	13	700	50	160	88
Right	13	700	51	160	2
Left	13	700	27	180	91
Orthodox	13	700	28	180	5
Orthodox	13	700	29	180	85
Micro	13	700	30	180	0
Micro	13	700	31	180	1
Arab-Israeli	13	700	32	180	0
Micro	13	700	33	180	0
Right	13	700	34	180	7
Micro	13	700	35	180	0
Micro	13	700	36	180	0
Micro	13	700	37	180	0
Micro	13	700	38	180	0
Right	13	700	39	180	112
Left	13	700	40	180	10
Micro	13	700	41	180	3
Micro	13	700	42	180	2
Micro	13	700	43	180	0
Arab-Israeli	13	700	44	180	0
Micro	13	700	45	180	0
Right	13	700	46	180	4
Micro	13	700	47	180	0
Micro	13	700	48	180	1
Micro	13	700	49	180	4
Orthodox	13	700	50	180	175
Right	13	700	51	180	2
Left	13	700	27	190	211
Orthodox	13	700	28	190	16
Orthodox	13	700	29	190	15
Micro	13	700	30	190	3
Micro	13	700	31	190	1
Arab-Israeli	13	700	32	190	0
Micro	13	700	33	190	0
Right	13	700	34	190	6
Micro	13	700	35	190	0
Micro	13	700	36	190	1
Micro	13	700	37	190	0
Micro	13	700	38	190	0
Right	13	700	39	190	189
Left	13	700	40	190	12
Micro	13	700	41	190	2
Micro	13	700	42	190	0
Micro	13	700	43	190	0
Arab-Israeli	13	700	44	190	0
Micro	13	700	45	190	0
Right	13	700	46	190	19
Micro	13	700	47	190	1
Micro	13	700	48	190	1
Micro	13	700	49	190	12
Orthodox	13	700	50	190	82
Right	13	700	51	190	9
Left	13	700	27	200	261
Orthodox	13	700	28	200	15
Orthodox	13	700	29	200	17
Micro	13	700	30	200	3
Micro	13	700	31	200	0
Arab-Israeli	13	700	32	200	1
Micro	13	700	33	200	0
