Bloc	Knesset	Locality	Party	Station	Votes
Micro	13	90000	33	1100	0
Right	13	90000	34	1100	10
Micro	13	90000	35	1100	3
Micro	13	90000	36	1100	1
Micro	13	90000	37	1100	0
Micro	13	90000	38	1100	0
Right	13	90000	39	1100	135
Left	13	90000	40	1100	63
Micro	13	90000	41	1100	0
Micro	13	90000	42	1100	2
Micro	13	90000	43	1100	0
Arab-Israeli	13	90000	44	1100	0
Micro	13	90000	45	1100	0
Right	13	90000	46	1100	42
Micro	13	90000	47	1100	4
Micro	13	90000	48	1100	0
Micro	13	90000	49	1100	4
Orthodox	13	90000	50	1100	31
Right	13	90000	51	1100	13
Left	13	90000	27	1110	212
Orthodox	13	90000	28	1110	41
Orthodox	13	90000	29	1110	4
Micro	13	90000	30	1110	1
Micro	13	90000	31	1110	0
Arab-Israeli	13	90000	32	1110	0
Micro	13	90000	33	1110	0
Right	13	90000	34	1110	8
Micro	13	90000	35	1110	0
Micro	13	90000	36	1110	1
Micro	13	90000	37	1110	0
Micro	13	90000	38	1110	0
Right	13	90000	39	1110	102
Left	13	90000	40	1110	81
Micro	13	90000	41	1110	1
Micro	13	90000	42	1110	0
Micro	13	90000	43	1110	1
Arab-Israeli	13	90000	44	1110	0
Micro	13	90000	45	1110	1
Right	13	90000	46	1110	47
Micro	13	90000	47	1110	0
Micro	13	90000	48	1110	1
Micro	13	90000	49	1110	4
Orthodox	13	90000	50	1110	30
Right	13	90000	51	1110	0
Left	13	90000	27	1120	302
Orthodox	13	90000	28	1120	35
Orthodox	13	90000	29	1120	9
Micro	13	90000	30	1120	3
Micro	13	90000	31	1120	2
Arab-Israeli	13	90000	32	1120	1
Micro	13	90000	33	1120	0
Right	13	90000	34	1120	29
Micro	13	90000	35	1120	8
Micro	13	90000	36	1120	0
Micro	13	90000	37	1120	1
Micro	13	90000	38	1120	0
Right	13	90000	39	1120	138
Left	13	90000	40	1120	77
Micro	13	90000	41	1120	0
Micro	13	90000	42	1120	3
Micro	13	90000	43	1120	0
Arab-Israeli	13	90000	44	1120	0
Micro	13	90000	45	1120	0
Right	13	90000	46	1120	51
Micro	13	90000	47	1120	0
Micro	13	90000	48	1120	2
Micro	13	90000	49	1120	3
Orthodox	13	90000	50	1120	29
Right	13	90000	51	1120	7
Left	13	90000	27	1131	172
Orthodox	13	90000	28	1131	30
Orthodox	13	90000	29	1131	2
Micro	13	90000	30	1131	5
Micro	13	90000	31	1131	4
Arab-Israeli	13	90000	32	1131	0
Micro	13	90000	33	1131	0
Right	13	90000	34	1131	22
Micro	13	90000	35	1131	1
Micro	13	90000	36	1131	0
Micro	13	90000	37	1131	0
Micro	13	90000	38	1131	0
Right	13	90000	39	1131	93
Left	13	90000	40	1131	29
Micro	13	90000	41	1131	0
Micro	13	90000	42	1131	0
Micro	13	90000	43	1131	0
Arab-Israeli	13	90000	44	1131	0
Micro	13	90000	45	1131	0
Right	13	90000	46	1131	23
Micro	13	90000	47	1131	1
Micro	13	90000	48	1131	2
Micro	13	90000	49	1131	0
Orthodox	13	90000	50	1131	32
Right	13	90000	51	1131	4
Left	13	90000	27	1132	205
Orthodox	13	90000	28	1132	18
Orthodox	13	90000	29	1132	4
Micro	13	90000	30	1132	9
Micro	13	90000	31	1132	1
Arab-Israeli	13	90000	32	1132	0
Micro	13	90000	33	1132	0
Right	13	90000	34	1132	11
Micro	13	90000	35	1132	0
Micro	13	90000	36	1132	0
Micro	13	90000	37	1132	0
Micro	13	90000	38	1132	0
Right	13	90000	39	1132	96
Left	13	90000	40	1132	39
Micro	13	90000	41	1132	0
Micro	13	90000	42	1132	0
Micro	13	90000	43	1132	0
Arab-Israeli	13	90000	44	1132	0
Micro	13	90000	45	1132	0
Right	13	90000	46	1132	14
Micro	13	90000	47	1132	0
Micro	13	90000	48	1132	2
Micro	13	90000	49	1132	5
Orthodox	13	90000	50	1132	14
Right	13	90000	51	1132	11
Left	13	90000	27	1140	242
Orthodox	13	90000	28	1140	19
Orthodox	13	90000	29	1140	16
Micro	13	90000	30	1140	6
Micro	13	90000	31	1140	0
Arab-Israeli	13	90000	32	1140	1
Micro	13	90000	33	1140	1
Right	13	90000	34	1140	21
Micro	13	90000	35	1140	2
Micro	13	90000	36	1140	3
Micro	13	90000	37	1140	0
Micro	13	90000	38	1140	0
Right	13	90000	39	1140	195
Left	13	90000	40	1140	53
Micro	13	90000	41	1140	1
Micro	13	90000	42	1140	0
Micro	13	90000	43	1140	1
Arab-Israeli	13	90000	44	1140	1
Micro	13	90000	45	1140	1
Right	13	90000	46	1140	33
Micro	13	90000	47	1140	1
Micro	13	90000	48	1140	2
Micro	13	90000	49	1140	2
Orthodox	13	90000	50	1140	45
Right	13	90000	51	1140	6
Left	13	90000	27	1150	190
Orthodox	13	90000	28	1150	22
Orthodox	13	90000	29	1150	13
Micro	13	90000	30	1150	9
Micro	13	90000	31	1150	0
Arab-Israeli	13	90000	32	1150	1
Micro	13	90000	33	1150	0
Right	13	90000	34	1150	8
Micro	13	90000	35	1150	0
Micro	13	90000	36	1150	0
Micro	13	90000	37	1150	0
Micro	13	90000	38	1150	0
Right	13	90000	39	1150	101
Left	13	90000	40	1150	40
Micro	13	90000	41	1150	0
Micro	13	90000	42	1150	1
Micro	13	90000	43	1150	0
Arab-Israeli	13	90000	44	1150	1
Micro	13	90000	45	1150	0
Right	13	90000	46	1150	38
Micro	13	90000	47	1150	1
Micro	13	90000	48	1150	2
Micro	13	90000	49	1150	4
Orthodox	13	90000	50	1150	11
Right	13	90000	51	1150	6
Left	13	90000	27	1160	275
Orthodox	13	90000	28	1160	12
Orthodox	13	90000	29	1160	12
Micro	13	90000	30	1160	0
Micro	13	90000	31	1160	0
Arab-Israeli	13	90000	32	1160	0
Micro	13	90000	33	1160	0
Right	13	90000	34	1160	21
Micro	13	90000	35	1160	2
Micro	13	90000	36	1160	0
Micro	13	90000	37	1160	0
Micro	13	90000	38	1160	0
Right	13	90000	39	1160	199
Left	13	90000	40	1160	40
Micro	13	90000	41	1160	0
Micro	13	90000	42	1160	1
Micro	13	90000	43	1160	2
Arab-Israeli	13	90000	44	1160	1
Micro	13	90000	45	1160	1
Right	13	90000	46	1160	57
Micro	13	90000	47	1160	0
Micro	13	90000	48	1160	3
Micro	13	90000	49	1160	5
Orthodox	13	90000	50	1160	35
Right	13	90000	51	1160	6
Left	13	90000	27	1190	297
Orthodox	13	90000	28	1190	10
Orthodox	13	90000	29	1190	16
Micro	13	90000	30	1190	0
Micro	13	90000	31	1190	0
Arab-Israeli	13	90000	32	1190	1
Micro	13	90000	33	1190	0
Right	13	90000	34	1190	8
Micro	13	90000	35	1190	1
Micro	13	90000	36	1190	0
Micro	13	90000	37	1190	0
Micro	13	90000	38	1190	0
Right	13	90000	39	1190	135
Left	13	90000	40	1190	88
Micro	13	90000	41	1190	2
Micro	13	90000	42	1190	0
Micro	13	90000	43	1190	2
Arab-Israeli	13	90000	44	1190	0
Micro	13	90000	45	1190	0
Right	13	90000	46	1190	51
Micro	13	90000	47	1190	0
Micro	13	90000	48	1190	0
Micro	13	90000	49	1190	6
Orthodox	13	90000	50	1190	16
Right	13	90000	51	1190	3
Left	13	90000	27	1200	207
Orthodox	13	90000	28	1200	14
Orthodox	13	90000	29	1200	10
Micro	13	90000	30	1200	0
Micro	13	90000	31	1200	0
Arab-Israeli	13	90000	32	1200	2
Micro	13	90000	33	1200	0
Right	13	90000	34	1200	15
Micro	13	90000	35	1200	0
Micro	13	90000	36	1200	0
Micro	13	90000	37	1200	0
Micro	13	90000	38	1200	0
Right	13	90000	39	1200	154
Left	13	90000	40	1200	64
Micro	13	90000	41	1200	0
Micro	13	90000	42	1200	0
Micro	13	90000	43	1200	1
Arab-Israeli	13	90000	44	1200	0
Micro	13	90000	45	1200	0
Right	13	90000	46	1200	38
Micro	13	90000	47	1200	6
Micro	13	90000	48	1200	3
Micro	13	90000	49	1200	1
Orthodox	13	90000	50	1200	18
Right	13	90000	51	1200	15
Left	13	90000	27	1220	102
Orthodox	13	90000	28	1220	26
Orthodox	13	90000	29	1220	19
Micro	13	90000	30	1220	4
Micro	13	90000	31	1220	2
Arab-Israeli	13	90000	32	1220	1
Micro	13	90000	33	1220	0
Right	13	90000	34	1220	23
Micro	13	90000	35	1220	2
Micro	13	90000	36	1220	1
Micro	13	90000	37	1220	0
Micro	13	90000	38	1220	0
Right	13	90000	39	1220	306
Left	13	90000	40	1220	17
Micro	13	90000	41	1220	0
Micro	13	90000	42	1220	0
Micro	13	90000	43	1220	2
Arab-Israeli	13	90000	44	1220	1
Micro	13	90000	45	1220	0
Right	13	90000	46	1220	19
Micro	13	90000	47	1220	5
Micro	13	90000	48	1220	0
Micro	13	90000	49	1220	0
Orthodox	13	90000	50	1220	48
Right	13	90000	51	1220	7
Left	13	90000	27	1230	99
Orthodox	13	90000	28	1230	21
Orthodox	13	90000	29	1230	13
Micro	13	90000	30	1230	0
Micro	13	90000	31	1230	3
Arab-Israeli	13	90000	32	1230	0
Micro	13	90000	33	1230	0
Right	13	90000	34	1230	7
Micro	13	90000	35	1230	8
Micro	13	90000	36	1230	1
Micro	13	90000	37	1230	1
Micro	13	90000	38	1230	0
Right	13	90000	39	1230	256
Left	13	90000	40	1230	16
Micro	13	90000	41	1230	0
Micro	13	90000	42	1230	2
Micro	13	90000	43	1230	1
Arab-Israeli	13	90000	44	1230	0
Micro	13	90000	45	1230	1
Right	13	90000	46	1230	20
Micro	13	90000	47	1230	0
Micro	13	90000	48	1230	1
Micro	13	90000	49	1230	0
Orthodox	13	90000	50	1230	29
Right	13	90000	51	1230	3
Left	13	90000	27	1240	211
Orthodox	13	90000	28	1240	1
Orthodox	13	90000	29	1240	0
Micro	13	90000	30	1240	0
Micro	13	90000	31	1240	0
Arab-Israeli	13	90000	32	1240	0
Micro	13	90000	33	1240	0
Right	13	90000	34	1240	2
Micro	13	90000	35	1240	0
Micro	13	90000	36	1240	0
Micro	13	90000	37	1240	0
Micro	13	90000	38	1240	0
Right	13	90000	39	1240	37
Left	13	90000	40	1240	72
Micro	13	90000	41	1240	0
Micro	13	90000	42	1240	0
Micro	13	90000	43	1240	0
Arab-Israeli	13	90000	44	1240	0
Micro	13	90000	45	1240	0
Right	13	90000	46	1240	29
Micro	13	90000	47	1240	1
Micro	13	90000	48	1240	0
Micro	13	90000	49	1240	3
Orthodox	13	90000	50	1240	0
Right	13	90000	51	1240	4
Left	13	90000	27	1260	87
Orthodox	13	90000	28	1260	12
Orthodox	13	90000	29	1260	12
Micro	13	90000	30	1260	3
Micro	13	90000	31	1260	0
Arab-Israeli	13	90000	32	1260	0
Micro	13	90000	33	1260	0
Right	13	90000	34	1260	16
Micro	13	90000	35	1260	0
Micro	13	90000	36	1260	1
Micro	13	90000	37	1260	0
Micro	13	90000	38	1260	0
Right	13	90000	39	1260	77
Left	13	90000	40	1260	23
Micro	13	90000	41	1260	0
Micro	13	90000	42	1260	0
Micro	13	90000	43	1260	0
Arab-Israeli	13	90000	44	1260	0
Micro	13	90000	45	1260	0
Right	13	90000	46	1260	7
Micro	13	90000	47	1260	3
Micro	13	90000	48	1260	1
Micro	13	90000	49	1260	4
Orthodox	13	90000	50	1260	10
Right	13	90000	51	1260	2
Left	13	90000	27	1270	126
Orthodox	13	90000	28	1270	20
Orthodox	13	90000	29	1270	27
Micro	13	90000	30	1270	1
Micro	13	90000	31	1270	1
Arab-Israeli	13	90000	32	1270	1
Micro	13	90000	33	1270	1
Right	13	90000	34	1270	17
Micro	13	90000	35	1270	2
Micro	13	90000	36	1270	0
Micro	13	90000	37	1270	0
Micro	13	90000	38	1270	0
Right	13	90000	39	1270	119
Left	13	90000	40	1270	27
Micro	13	90000	41	1270	0
Micro	13	90000	42	1270	0
Micro	13	90000	43	1270	1
Arab-Israeli	13	90000	44	1270	1
Micro	13	90000	45	1270	1
Right	13	90000	46	1270	30
Micro	13	90000	47	1270	1
Micro	13	90000	48	1270	0
Micro	13	90000	49	1270	2
Orthodox	13	90000	50	1270	31
Right	13	90000	51	1270	5
Left	13	90000	27	1371	127
Orthodox	13	90000	28	1371	2
Orthodox	13	90000	29	1371	10
Micro	13	90000	30	1371	12
Micro	13	90000	31	1371	0
Arab-Israeli	13	90000	32	1371	0
Micro	13	90000	33	1371	0
Right	13	90000	34	1371	14
Micro	13	90000	35	1371	0
Micro	13	90000	36	1371	0
Micro	13	90000	37	1371	0
Micro	13	90000	38	1371	2
Right	13	90000	39	1371	204
Left	13	90000	40	1371	42
Micro	13	90000	41	1371	0
Micro	13	90000	42	1371	0
Micro	13	90000	43	1371	0
Arab-Israeli	13	90000	44	1371	0
Micro	13	90000	45	1371	1
Right	13	90000	46	1371	8
Micro	13	90000	47	1371	7
Micro	13	90000	48	1371	17
Micro	13	90000	49	1371	8
Orthodox	13	90000	50	1371	2
Right	13	90000	51	1371	36
Left	13	90000	27	1372	191
Orthodox	13	90000	28	1372	1
Orthodox	13	90000	29	1372	1
Micro	13	90000	30	1372	17
Micro	13	90000	31	1372	0
Arab-Israeli	13	90000	32	1372	0
Micro	13	90000	33	1372	0
Right	13	90000	34	1372	18
Micro	13	90000	35	1372	0
Micro	13	90000	36	1372	0
Micro	13	90000	37	1372	0
Micro	13	90000	38	1372	4
Right	13	90000	39	1372	231
Left	13	90000	40	1372	36
Micro	13	90000	41	1372	1
Micro	13	90000	42	1372	0
Micro	13	90000	43	1372	0
Arab-Israeli	13	90000	44	1372	0
Micro	13	90000	45	1372	0
Right	13	90000	46	1372	8
Micro	13	90000	47	1372	0
Micro	13	90000	48	1372	5
Micro	13	90000	49	1372	4
Orthodox	13	90000	50	1372	3
Right	13	90000	51	1372	34
Left	13	90000	27	1380	203
Orthodox	13	90000	28	1380	28
Orthodox	13	90000	29	1380	4
Micro	13	90000	30	1380	0
Micro	13	90000	31	1380	2
Arab-Israeli	13	90000	32	1380	5
Micro	13	90000	33	1380	0
Right	13	90000	34	1380	26
Micro	13	90000	35	1380	2
Micro	13	90000	36	1380	1
Micro	13	90000	37	1380	0
Micro	13	90000	38	1380	0
Right	13	90000	39	1380	175
Left	13	90000	40	1380	74
Micro	13	90000	41	1380	1
Micro	13	90000	42	1380	1
Micro	13	90000	43	1380	4
Arab-Israeli	13	90000	44	1380	0
Micro	13	90000	45	1380	1
Right	13	90000	46	1380	79
Micro	13	90000	47	1380	1
Micro	13	90000	48	1380	2
Micro	13	90000	49	1380	1
Orthodox	13	90000	50	1380	21
Right	13	90000	51	1380	6
Left	13	90000	27	1390	233
Orthodox	13	90000	28	1390	8
Orthodox	13	90000	29	1390	4
Micro	13	90000	30	1390	2
Micro	13	90000	31	1390	1
Arab-Israeli	13	90000	32	1390	5
Micro	13	90000	33	1390	0
Right	13	90000	34	1390	18
Micro	13	90000	35	1390	0
Micro	13	90000	36	1390	1
Micro	13	90000	37	1390	0
Micro	13	90000	38	1390	0
Right	13	90000	39	1390	165
Left	13	90000	40	1390	76
Micro	13	90000	41	1390	0
Micro	13	90000	42	1390	0
Micro	13	90000	43	1390	0
Arab-Israeli	13	90000	44	1390	0
Micro	13	90000	45	1390	1
Right	13	90000	46	1390	61
Micro	13	90000	47	1390	0
Micro	13	90000	48	1390	1
Micro	13	90000	49	1390	4
Orthodox	13	90000	50	1390	37
Right	13	90000	51	1390	2
Left	13	90000	27	1400	234
Orthodox	13	90000	28	1400	13
Orthodox	13	90000	29	1400	3
Micro	13	90000	30	1400	0
Micro	13	90000	31	1400	3
Arab-Israeli	13	90000	32	1400	0
Micro	13	90000	33	1400	0
Right	13	90000	34	1400	13
Micro	13	90000	35	1400	0
Micro	13	90000	36	1400	2
Micro	13	90000	37	1400	0
Micro	13	90000	38	1400	0
Right	13	90000	39	1400	142
Left	13	90000	40	1400	65
Micro	13	90000	41	1400	1
Micro	13	90000	42	1400	2
Micro	13	90000	43	1400	0
Arab-Israeli	13	90000	44	1400	0
Micro	13	90000	45	1400	0
Right	13	90000	46	1400	48
Micro	13	90000	47	1400	0
Micro	13	90000	48	1400	3
Micro	13	90000	49	1400	4
Orthodox	13	90000	50	1400	8
Right	13	90000	51	1400	6
Left	13	90000	27	1410	218
Orthodox	13	90000	28	1410	1
Orthodox	13	90000	29	1410	9
Micro	13	90000	30	1410	2
Micro	13	90000	31	1410	1
Arab-Israeli	13	90000	32	1410	1
Micro	13	90000	33	1410	0
Right	13	90000	34	1410	14
Micro	13	90000	35	1410	2
Micro	13	90000	36	1410	0
Micro	13	90000	37	1410	0
Micro	13	90000	38	1410	0
Right	13	90000	39	1410	178
Left	13	90000	40	1410	32
Micro	13	90000	41	1410	1
Micro	13	90000	42	1410	2
Micro	13	90000	43	1410	0
Arab-Israeli	13	90000	44	1410	0
Micro	13	90000	45	1410	0
Right	13	90000	46	1410	15
Micro	13	90000	47	1410	10
Micro	13	90000	48	1410	0
Micro	13	90000	49	1410	5
Orthodox	13	90000	50	1410	14
Right	13	90000	51	1410	16
Left	13	90000	27	1420	195
Orthodox	13	90000	28	1420	12
Orthodox	13	90000	29	1420	12
Micro	13	90000	30	1420	2
Micro	13	90000	31	1420	1
Arab-Israeli	13	90000	32	1420	1
Micro	13	90000	33	1420	0
Right	13	90000	34	1420	11
Micro	13	90000	35	1420	0
Micro	13	90000	36	1420	2
Micro	13	90000	37	1420	0
Micro	13	90000	38	1420	0
Right	13	90000	39	1420	271
Left	13	90000	40	1420	30
Micro	13	90000	41	1420	0
Micro	13	90000	42	1420	1
Micro	13	90000	43	1420	0
Arab-Israeli	13	90000	44	1420	0
Micro	13	90000	45	1420	0
Right	13	90000	46	1420	39
Micro	13	90000	47	1420	2
Micro	13	90000	48	1420	2
Micro	13	90000	49	1420	4
Orthodox	13	90000	50	1420	50
Right	13	90000	51	1420	6
Left	13	90000	27	1430	145
Orthodox	13	90000	28	1430	20
Orthodox	13	90000	29	1430	10
Micro	13	90000	30	1430	0
Micro	13	90000	31	1430	4
Arab-Israeli	13	90000	32	1430	6
Micro	13	90000	33	1430	0
Right	13	90000	34	1430	27
Micro	13	90000	35	1430	1
Micro	13	90000	36	1430	0
Micro	13	90000	37	1430	2
Micro	13	90000	38	1430	1
Right	13	90000	39	1430	214
Left	13	90000	40	1430	34
Micro	13	90000	41	1430	0
Micro	13	90000	42	1430	1
Micro	13	90000	43	1430	0
Arab-Israeli	13	90000	44	1430	0
Micro	13	90000	45	1430	1
Right	13	90000	46	1430	42
Micro	13	90000	47	1430	0
Micro	13	90000	48	1430	1
Micro	13	90000	49	1430	4
Orthodox	13	90000	50	1430	48
Right	13	90000	51	1430	6
Left	13	90000	27	1440	268
Orthodox	13	90000	28	1440	12
Orthodox	13	90000	29	1440	16
Micro	13	90000	30	1440	5
Micro	13	90000	31	1440	0
Arab-Israeli	13	90000	32	1440	4
Micro	13	90000	33	1440	1
Right	13	90000	34	1440	21
Micro	13	90000	35	1440	3
Micro	13	90000	36	1440	0
Micro	13	90000	37	1440	0
Micro	13	90000	38	1440	0
Right	13	90000	39	1440	211
Left	13	90000	40	1440	29
Micro	13	90000	41	1440	0
Micro	13	90000	42	1440	0
Micro	13	90000	43	1440	0
Arab-Israeli	13	90000	44	1440	0
Micro	13	90000	45	1440	0
Right	13	90000	46	1440	34
Micro	13	90000	47	1440	2
Micro	13	90000	48	1440	3
Micro	13	90000	49	1440	3
Orthodox	13	90000	50	1440	27
Right	13	90000	51	1440	11
Left	13	90000	27	1450	256
Orthodox	13	90000	28	1450	14
Orthodox	13	90000	29	1450	3
Micro	13	90000	30	1450	1
Micro	13	90000	31	1450	0
Arab-Israeli	13	90000	32	1450	7
Micro	13	90000	33	1450	0
Right	13	90000	34	1450	15
Micro	13	90000	35	1450	1
Micro	13	90000	36	1450	0
Micro	13	90000	37	1450	0
Micro	13	90000	38	1450	0
Right	13	90000	39	1450	204
Left	13	90000	40	1450	57
Micro	13	90000	41	1450	1
Micro	13	90000	42	1450	4
Micro	13	90000	43	1450	0
Arab-Israeli	13	90000	44	1450	0
Micro	13	90000	45	1450	1
Right	13	90000	46	1450	59
Micro	13	90000	47	1450	1
Micro	13	90000	48	1450	1
Micro	13	90000	49	1450	6
Orthodox	13	90000	50	1450	17
Right	13	90000	51	1450	8
Left	13	90000	27	1460	189
Orthodox	13	90000	28	1460	8
Orthodox	13	90000	29	1460	11
Micro	13	90000	30	1460	8
Micro	13	90000	31	1460	0
Arab-Israeli	13	90000	32	1460	1
Micro	13	90000	33	1460	0
Right	13	90000	34	1460	16
Micro	13	90000	35	1460	0
Micro	13	90000	36	1460	0
Micro	13	90000	37	1460	0
Micro	13	90000	38	1460	0
Right	13	90000	39	1460	214
Left	13	90000	40	1460	37
Micro	13	90000	41	1460	0
Micro	13	90000	42	1460	2
Micro	13	90000	43	1460	0
Arab-Israeli	13	90000	44	1460	2
Micro	13	90000	45	1460	0
Right	13	90000	46	1460	48
Micro	13	90000	47	1460	0
Micro	13	90000	48	1460	1
Micro	13	90000	49	1460	5
Orthodox	13	90000	50	1460	44
Right	13	90000	51	1460	21
Left	13	90000	27	1470	114
Orthodox	13	90000	28	1470	7
Orthodox	13	90000	29	1470	6
Micro	13	90000	30	1470	0
Micro	13	90000	31	1470	1
Arab-Israeli	13	90000	32	1470	3
Micro	13	90000	33	1470	0
Right	13	90000	34	1470	14
Micro	13	90000	35	1470	0
Micro	13	90000	36	1470	0
Micro	13	90000	37	1470	0
Micro	13	90000	38	1470	0
Right	13	90000	39	1470	181
Left	13	90000	40	1470	31
Micro	13	90000	41	1470	0
Micro	13	90000	42	1470	0
Micro	13	90000	43	1470	0
Arab-Israeli	13	90000	44	1470	0
Micro	13	90000	45	1470	0
Right	13	90000	46	1470	42
Micro	13	90000	47	1470	1
Micro	13	90000	48	1470	2
Micro	13	90000	49	1470	1
Orthodox	13	90000	50	1470	11
Right	13	90000	51	1470	6
Left	13	90000	27	1480	224
Orthodox	13	90000	28	1480	12
Orthodox	13	90000	29	1480	7
Micro	13	90000	30	1480	6
Micro	13	90000	31	1480	1
Arab-Israeli	13	90000	32	1480	3
Micro	13	90000	33	1480	0
Right	13	90000	34	1480	20
Micro	13	90000	35	1480	2
Micro	13	90000	36	1480	0
Micro	13	90000	37	1480	0
Micro	13	90000	38	1480	0
Right	13	90000	39	1480	205
Left	13	90000	40	1480	47
Micro	13	90000	41	1480	0
Micro	13	90000	42	1480	3
Micro	13	90000	43	1480	0
Arab-Israeli	13	90000	44	1480	0
Micro	13	90000	45	1480	1
Right	13	90000	46	1480	49
Micro	13	90000	47	1480	2
Micro	13	90000	48	1480	1
Micro	13	90000	49	1480	3
Orthodox	13	90000	50	1480	50
Right	13	90000	51	1480	18
Left	13	90000	27	1520	199
Orthodox	13	90000	28	1520	12
Orthodox	13	90000	29	1520	10
Micro	13	90000	30	1520	0
Micro	13	90000	31	1520	1
Arab-Israeli	13	90000	32	1520	2
Micro	13	90000	33	1520	0
Right	13	90000	34	1520	28
Micro	13	90000	35	1520	0
Micro	13	90000	36	1520	0
Micro	13	90000	37	1520	0
Micro	13	90000	38	1520	0
Right	13	90000	39	1520	167
Left	13	90000	40	1520	36
Micro	13	90000	41	1520	2
Micro	13	90000	42	1520	1
Micro	13	90000	43	1520	1
Arab-Israeli	13	90000	44	1520	1
Micro	13	90000	45	1520	0
Right	13	90000	46	1520	33
Micro	13	90000	47	1520	0
Micro	13	90000	48	1520	0
Micro	13	90000	49	1520	0
Orthodox	13	90000	50	1520	33
Right	13	90000	51	1520	11
Left	13	90000	27	1530	164
Orthodox	13	90000	28	1530	7
Orthodox	13	90000	29	1530	7
Micro	13	90000	30	1530	2
Micro	13	90000	31	1530	1
Arab-Israeli	13	90000	32	1530	0
Micro	13	90000	33	1530	0
Right	13	90000	34	1530	16
Micro	13	90000	35	1530	2
Micro	13	90000	36	1530	0
Micro	13	90000	37	1530	1
Micro	13	90000	38	1530	0
Right	13	90000	39	1530	121
Left	13	90000	40	1530	35
Micro	13	90000	41	1530	0
Micro	13	90000	42	1530	0
Micro	13	90000	43	1530	0
Arab-Israeli	13	90000	44	1530	5
Micro	13	90000	45	1530	0
Right	13	90000	46	1530	20
Micro	13	90000	47	1530	1
Micro	13	90000	48	1530	0
Micro	13	90000	49	1530	0
Orthodox	13	90000	50	1530	22
Right	13	90000	51	1530	12
Left	13	90000	27	1540	125
Orthodox	13	90000	28	1540	3
Orthodox	13	90000	29	1540	4
Micro	13	90000	30	1540	2
Micro	13	90000	31	1540	0
Arab-Israeli	13	90000	32	1540	0
Micro	13	90000	33	1540	0
Right	13	90000	34	1540	3
Micro	13	90000	35	1540	3
Micro	13	90000	36	1540	0
Micro	13	90000	37	1540	0
Micro	13	90000	38	1540	0
Right	13	90000	39	1540	108
Left	13	90000	40	1540	13
Micro	13	90000	41	1540	0
Micro	13	90000	42	1540	0
Micro	13	90000	43	1540	0
Arab-Israeli	13	90000	44	1540	0
Micro	13	90000	45	1540	0
Right	13	90000	46	1540	24
Micro	13	90000	47	1540	1
Micro	13	90000	48	1540	4
Micro	13	90000	49	1540	3
Orthodox	13	90000	50	1540	11
Right	13	90000	51	1540	7
Left	13	90000	27	1550	84
Orthodox	13	90000	28	1550	2
Orthodox	13	90000	29	1550	0
Micro	13	90000	30	1550	1
Micro	13	90000	31	1550	0
Arab-Israeli	13	90000	32	1550	0
Micro	13	90000	33	1550	0
Right	13	90000	34	1550	1
Micro	13	90000	35	1550	0
Micro	13	90000	36	1550	0
Micro	13	90000	37	1550	0
Micro	13	90000	38	1550	0
Right	13	90000	39	1550	43
Left	13	90000	40	1550	12
Micro	13	90000	41	1550	0
Micro	13	90000	42	1550	0
Micro	13	90000	43	1550	0
Arab-Israeli	13	90000	44	1550	0
Micro	13	90000	45	1550	0
Right	13	90000	46	1550	14
Micro	13	90000	47	1550	0
Micro	13	90000	48	1550	0
Micro	13	90000	49	1550	3
Orthodox	13	90000	50	1550	1
Right	13	90000	51	1550	4
Left	13	90000	27	1560	277
Orthodox	13	90000	28	1560	7
Orthodox	13	90000	29	1560	2
Micro	13	90000	30	1560	9
Micro	13	90000	31	1560	0
Arab-Israeli	13	90000	32	1560	1
Micro	13	90000	33	1560	0
Right	13	90000	34	1560	12
Micro	13	90000	35	1560	0
Micro	13	90000	36	1560	0
Micro	13	90000	37	1560	0
Micro	13	90000	38	1560	0
Right	13	90000	39	1560	192
Left	13	90000	40	1560	33
Micro	13	90000	41	1560	0
Micro	13	90000	42	1560	1
Micro	13	90000	43	1560	1
Arab-Israeli	13	90000	44	1560	0
Micro	13	90000	45	1560	1
Right	13	90000	46	1560	43
Micro	13	90000	47	1560	1
Micro	13	90000	48	1560	6
Micro	13	90000	49	1560	4
Orthodox	13	90000	50	1560	37
Right	13	90000	51	1560	20
Left	13	90000	27	1570	231
Orthodox	13	90000	28	1570	9
Orthodox	13	90000	29	1570	12
Micro	13	90000	30	1570	3
Micro	13	90000	31	1570	0
Arab-Israeli	13	90000	32	1570	1
Micro	13	90000	33	1570	0
Right	13	90000	34	1570	10
Micro	13	90000	35	1570	0
Micro	13	90000	36	1570	0
Micro	13	90000	37	1570	0
Micro	13	90000	38	1570	0
Right	13	90000	39	1570	162
Left	13	90000	40	1570	30
Micro	13	90000	41	1570	0
Micro	13	90000	42	1570	2
Micro	13	90000	43	1570	0
Arab-Israeli	13	90000	44	1570	1
Micro	13	90000	45	1570	0
Right	13	90000	46	1570	19
Micro	13	90000	47	1570	1
Micro	13	90000	48	1570	2
Micro	13	90000	49	1570	8
Orthodox	13	90000	50	1570	34
Right	13	90000	51	1570	28
Left	13	90000	27	1580	300
Orthodox	13	90000	28	1580	10
Orthodox	13	90000	29	1580	7
Micro	13	90000	30	1580	20
Micro	13	90000	31	1580	0
Arab-Israeli	13	90000	32	1580	3
Micro	13	90000	33	1580	1
Right	13	90000	34	1580	21
